0.033069, 0.009259, 0.055556, 0.107143, 0.111111, 0.138889, 0.138889, 0.111111, 0.033069, 0.000000, 0.083333, 0.079365, 0.027778, 0.000000, 0.000000, 0.023810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023810
0.019841, 0.000000, 0.000000, 0.047619, 0.055556, 0.083333, 0.111111, 0.166667, 0.158730, 0.000000, 0.111111, 0.103175, 0.083333, 0.000000, 0.000000, 0.019841, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019841, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.019841
0.011905, 0.000000, 0.000000, 0.011905, 0.027778, 0.055556, 0.111111, 0.138889, 0.011905, 0.000000, 0.166667, 0.234127, 0.166667, 0.027778, 0.000000, 0.011905, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.011905, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.011905
0.007937, 0.000000, 0.000000, 0.007937, 0.000000, 0.027778, 0.083333, 0.111111, 0.007937, 0.000000, 0.138889, 0.285714, 0.222222, 0.055556, 0.027778, 0.007937, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007937, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.007937
0.013228, 0.009259, 0.000000, 0.003968, 0.000000, 0.000000, 0.055556, 0.083333, 0.013228, 0.000000, 0.111111, 0.281746, 0.277778, 0.083333, 0.055556, 0.003968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003968
0.018519, 0.018519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.027778, 0.074074, 0.000000, 0.083333, 0.111111, 0.305556, 0.138889, 0.111111, 0.083333, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.037037, 0.037037, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.037037, 0.000000, 0.027778, 0.166667, 0.222222, 0.166667, 0.138889, 0.083333, 0.055556, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.046296, 0.046296, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.046296, 0.000000, 0.000000, 0.111111, 0.166667, 0.138889, 0.166667, 0.111111, 0.083333, 0.055556, 0.027778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.003968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003968, 0.833333, 0.000000, 0.003968, 0.027778, 0.000000, 0.027778, 0.003968, 0.027778, 0.000000, 0.031746, 0.000000, 0.027778, 0.000000, 0.003968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003968
0.003968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003968, 0.000000, 0.833333, 0.003968, 0.027778, 0.000000, 0.027778, 0.003968, 0.027778, 0.000000, 0.031746, 0.000000, 0.027778, 0.000000, 0.003968, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.003968
